filestem	chapter	unit_of_analysis	actor_configuration	narrative_framing	legitimation_strategy	enemy_moral_status	embodiment_mode	violence_visibility	agency_level	narrative_summary	confidence_score
576_1941	4	video_chapter	collective_military	administrative_normality;technological_modernity	none	none	disciplined_masculinity;neutral_military_presence	absent	high	The chapter shows disciplined German signal troops overcoming natural obstacles and efficiently establishing communication lines at the front. The narration and visuals emphasize logistical competence, technical solutions, and orderly teamwork, without depicting violence or the enemy. The soldiers' representation is professional and untroubled, presenting military activity as routine and modern.	1.0
576_1941	8	video_chapter	collective_military	heroic_combat;defensive_war;administrative_normality	defensive	criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German soldiers advancing under fire across the Dnepr, emphasizing both danger and organization. The narration frames the Soviets as destructive perpetrators, justifying German actions as necessary and defensive, while scenes of destruction and restoration serve to normalize occupation routines. Combat, while visually understated, is present through implication and narration.	0.95
576_1941	9	video_chapter	collective_military	comradely_front;technological_modernity;inevitable_victory	none	none	disciplined_masculinity;neutral_military_presence	absent	high	The chapter depicts a coordinated German military operation crossing a river, emphasizing engineering prowess, collective discipline, and seamless advancement. Visuals focus on logistical and technical teamwork with no direct portrayal of violence or suffering. The narration reports the bridging and movement operations factually, with no articulated enemy presence or explicit legitimation, projecting an image of inexorable, capable military progress.	0.95
576_1941	10	video_chapter	collective_military;civilian_collective	administrative_normality;occupation_normalization;technological_modernity	civilizing	none	disciplined_masculinity;neutral_military_presence	absent	medium	The chapter depicts the German military engaged in orderly ceremony and administration, with visual emphasis on technology and the restoration of institutional normalcy in occupied territories. The narration frames occupation as the establishment of a 'new order' and transition to civil authorities, highlighting communications infrastructure and the notion of delivering 'truth' to the local population. Violence and enemy figures are absent, focusing instead on normalization and bureaucratic efficiency.	0.95
576_1941	11	video_chapter	collective_military;civilian_collective	occupation_normalization;administrative_normality;humanitarian_relief	none	none	neutral_military_presence;emotionally_restrained	absent	medium	This chapter depicts the German military's presence in recently captured Smolensk, focusing on administrative order and the resumption of civilian life. Soldiers and civilians are shown in orderly interaction, with attention on food distribution and the return of market activity. Violence and enemy presence are absent, and the narrative emphasizes normalization and relief over direct combat or confrontation.	0.95
576_1941	12	video_chapter	collective_military	heroic_combat;inevitable_victory	none	criminalized_enemy;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German military units advancing with technological precision and coordination, facing and overcoming entrenched Bolshevik resistance in a village. Violence is implied through artillery engagement and the subsequent capture of large groups of prisoners, emphasizing the enemy's defeat and criminalization. The narrative underscores the collective agency and invulnerability of the German forces while omitting the portrayal of casualties or suffering.	0.95
576_1941	13	video_chapter	collective_military	administrative_normality;technological_modernity	none	criminalized_enemy	disciplined_masculinity;neutral_military_presence	absent	high	The chapter depicts German military personnel methodically repairing and maintaining infrastructure, emphasizing technical competence and discipline. The focus is on collective engineering efforts, presenting the soldiers as skilled and industrious, with enemy actions described only indirectly as destructive. There is no visible violence or combat; the work is framed as routine and necessary for operational success.	0.95
576_1941	14	video_chapter	collective_military	heroic_combat;inevitable_victory	none	weaker_enemy	disciplined_masculinity;emotionally_restrained	implied	high	This chapter depicts the disciplined and emotionally restrained German soldiers at the northern front through close-ups and action-focused scenes, portraying collective military agency. The narration emphasizes German aerial attacks on retreating Bolshevik forces and the destruction of Soviet matériel, presenting the enemy as routed and weaker. Violence is only implied through damage and aftermath, while the visual and textual elements together frame the Germans as confident victors.	0.95
576_1941	16	video_chapter	collective_military	administrative_normality;comradely_front	none	none	disciplined_masculinity;neutral_military_presence;emotionally_restrained	absent	high	The chapter depicts German soldiers collectively and efficiently managing logistics and overcoming adverse conditions, such as flooding and muddy roads, emphasizing their discipline and persistence. There is no combat or enemy shown, and the focus remains on military resourcefulness and movement, constructing a normalized image of occupation. The mood is restrained, with no emotional or ideological justification articulated.	0.98
576_1941	17	video_chapter	collective_military	administrative_normality;occupation_normalization	none	none	disciplined_masculinity;emotionally_restrained;neutral_military_presence	absent	medium	This chapter depicts German military logistics and veterinary care for horses on the Eastern Front, presenting the maintenance and recovery of animals as orderly and routine. Soldiers and horses are shown in disciplined, non-combative roles, emphasizing administrative efficiency and normalization of occupation conditions. No enemy or violence is shown or discussed, and the legitimation of broader military operations is absent.	1.0
576_1941	18	video_chapter	collective_military	administrative_normality;comradely_front	none	none	disciplined_masculinity;emotionally_restrained;neutral_military_presence	absent	medium	The chapter depicts German soldiers during periods of rest and routine activities, stressing camaraderie and logistical normalcy. Neither violence nor the enemy is present visually or textually, with the focus on maintaining discipline and the everyday realities of soldier life. The framing promotes an image of order, collectivity, and resilience behind the frontlines.	0.97
576_1941	20	video_chapter	collective_military	heroic_combat;inevitable_victory	none	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts German soldiers in coordinated military action, advancing in disciplined formation and engaging with enemy defenses. The narration frames the sequence as a determined and unstoppable forward movement towards Leningrad, presenting the enemy as resisting but ultimately destined to be overcome. No explicit justifying logic is stated, and violence is implied rather than directly shown.	0.95
577_1941	1	video_chapter	collective_military;individual_hero	heroic_combat;sacrificial_martyrdom	none	legitimate_opponent	disciplined_masculinity;emotionally_restrained	a;b;s;e;n;t	high	The video chapter frames German military leaders and troops on the Eastern Front as disciplined, heroic figures, spotlighting Generaloberst Ritter von Schobert’s leadership and portrayal as a fallen hero. Violence is not depicted visually or directly referenced, with emphasis instead on victorious command and sacrifice. The enemy is acknowledged as a legitimate military adversary, not criminalized or dehumanized.	0.8
577_1941	2	video_chapter	collective_military	administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	The video chapter shows a visit by Hermann Göring to a military headquarters, highlighting the structured presence of military personnel in a disciplined and orderly environment. The narrative and visuals together emphasize routine military administration and professionalism without referencing combat or direct enemy confrontation. Violence is absent, and the soldiers are portrayed as neither victims nor overt heroes.	0.95
577_1941	3	video_chapter	collective_military	heroic_combat;technological_modernity	none	none	disciplined_masculinity;neutral_military_presence	implied	high	This chapter presents German military personnel in a disciplined and technologically advanced light, as pilots and officers coordinate air attacks on Soviet targets. The destruction of enemy bridges is described with emphasis on the precision and effectiveness of the German strikes, framing the soldiers as competent and heroic but not depicting direct violence or enemy casualties visually. The narrative stresses technological prowess and group discipline without explicit moral positioning of the enemy or overt justification for the attack.	0.96
577_1941	6	video_chapter	collective_military	heroic_combat;inevitable_victory	none	weaker_enemy	disciplined_masculinity;emotionally_restrained	implied	high	The chapter depicts a disciplined and efficient German naval unit engaging and overcoming Soviet forces in the Gulf of Finland. The collective military is shown as highly capable, with violence against the enemy implied through narration but not directly visualized. The enemy is constructed as a weaker adversary, with German victory portrayed as certain and unproblematic.	0.95
577_1941	8	video_chapter	collective_military	heroic_combat;inevitable_victory	none	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	This chapter depicts the German military collectively advancing and encircling Leningrad, emphasizing methodical assault and technological superiority. The enemy is constructed as a formidable, entrenched opponent whose strong defenses are overcome in daring attacks, with violence remaining implied rather than graphically shown. German soldiers are shown as disciplined and determined, embodying coordinated action leading toward inevitable victory.	0.97
577_1941	9	video_chapter	collective_military	heroic_combat;technological_modernity	none	criminalized_enemy	disciplined_masculinity;emotionally_restrained	implied	high	This chapter depicts disciplined and restrained German airmen executing bombing missions against Soviet industrial and military targets, highlighting technological prowess and operational success. Violence is implied through imagery of aerial attacks and destruction, but not graphically shown. The narration frames the enemy as 'Bolsheviks' and emphasizes mission achievement, blending heroic combat with modern warfare.	0.97
577_1941	10	video_chapter	collective_military;enemy_focus	heroic_combat;inevitable_victory;comradely_front	none	criminalized_enemy;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	This chapter depicts the German military’s coordinated attack at the Eastern Front and their encirclement of Soviet Armies, highlighting strategic and disciplined collective action. The visual material emphasizes disciplined, purposeful movement and neutral military presence, while the narration frames the Soviet enemy as criminalized and ultimately weaker. The outcome is portrayed as an inevitable German victory achieved through organized and relentless advance.	0.95
578_1941	1	video_chapter	collective_military	heroic_combat;defensive_war;comradely_front;sacrificial_martyrdom	defensive	legitimate_opponent	disciplined_masculinity;wounded_body;emotionally_restrained	implied	high	The chapter frames the German military as a disciplined collective engaged in difficult and heroic supply and combat operations near the front, emphasizing endurance and care for wounded comrades. The enemy is depicted as a formidable and legitimate opponent, with violent confrontations present but largely implied rather than directly shown. The visual and verbal material jointly construct the German soldiers as resilient, self-sacrificing, and emotionally restrained, engaged in a defensive campaign under challenging conditions.	0.95
578_1941	2	video_chapter	collective_military	heroic_combat;inevitable_victory;administrative_normality	none	criminalized_enemy;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The video chapter depicts a disciplined and collective German military operation during an amphibious assault, highlighting coordinated attacks and the seamless progression of troops. The Soviet enemy is characterized as criminalized and ultimately weaker, with German troops shown as organized, efficient, and advancing unimpeded. The narrative conveys inevitable German victory through imagery of advancing forces, military normalcy, and subdued enemy resistance, without overt scenes of violence.	0.95
578_1941	3	video_chapter	collective_military	heroic_combat;inevitable_victory;administrative_normality	none	criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German troops conducting logistical and military operations around Leningrad, presenting them as a cohesive and purposeful collective. The narration frames the Soviet enemy as criminal for forcing the population into resistance, while German actions are shown as technologically adept and organized, with victory seemingly inevitable. There is an absence of explicit violence, but military aggression is implied through aerial attack and the tightening encirclement.	0.95
578_1941	4	video_chapter	collective_military	heroic_combat;inevitable_victory	none	criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	This chapter depicts German soldiers, primarily young adult males, in disciplined and confident poses, both in aircraft and command settings. Aerial views of bombing and ensuing destruction imply acts of violence, while the narration frames the Bolsheviks as criminally responsible for abandoning Leningrad, positioning German forces as executing inevitable and competent military actions. The narrative celebrates military leadership but offers no explicit legitimation for the destruction.	0.92
578_1941	5	video_chapter	collective_military	administrative_normality;technological_modernity	none	none	disciplined_masculinity;neutral_military_presence	absent	high	The chapter depicts disciplined military engineers working collectively to restore railway infrastructure behind the front, emphasizing technical proficiency and logistical efficiency. The narrative and visuals frame the military effort as routine and organized, devoid of violence or explicit enemy representation, reinforcing an image of administrative normality and technological modernity. No explicit justification or moral positioning of the enemy is articulated.	0.98
578_1941	7	video_chapter	collective_military;civilian_collective;enemy_focus	liberation_mission;defensive_war;civilizational_struggle	defensive;civilizing	criminalized_enemy;dehumanized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German troops marching into a burning, devastated Kiev, visually contextualizing war’s destruction while showing no visibly wounded soldiers. The narration frames the Soviets as criminal and reckless, blaming them for wanton destruction and alleged endangerment of civilians, while contrasting this with German efforts to restore order and safety. Civilians are shown as passive victims, positioning German soldiers as liberators engaged in a civilizational and defensive mission against a criminalized, dehumanized enemy.	0.95
578_1941	8	video_chapter	collective_military;enemy_focus	heroic_combat;inevitable_victory;civilizational_struggle	existential_threat;ideological	dehumanized_enemy;criminalized_enemy;existential_threat	disciplined_masculinity;neutral_military_presence;none	implied	high	The chapter presents the German military as a disciplined and invincible collective in a decisive struggle against a dehumanized Soviet enemy, characterized by massive encirclement and destruction. The narration frames the battle as both a heroic victory and a civilizational defense against so-called barbaric hordes threatening European culture, legitimizing the campaign as a response to an existential ideological threat. Although direct violence is not visually depicted, its effects are emphasized in both imagery and language, reinforcing the narrative of German superiority and righteous conquest.	0.97
579_1941	3	video_chapter	collective_military	heroic_combat;comradely_front;cultural_guardianship;inevitable_victory	none	criminalized_enemy;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter focuses on collective German military discipline and camaraderie, highlighting the Wehrmacht’s success and operational superiority. The Soviets are depicted as a disorganized and criminalized enemy, no match for German forces. Cultural references and commemorations reinforce a sense of historical mission and inevitability of German victory.	0.95
579_1941	4	video_chapter	collective_military;civilian_collective;enemy_focus	heroic_combat;defensive_war;occupation_normalization;soldier_as_victim	defensive;civilizing	criminalized_enemy;dehumanized_enemy	disciplined_masculinity;emotionally_restrained;neutral_military_presence	implied	high	The chapter frames the German military as a disciplined collective engaged in a heroic and defensive siege around Leningrad, confronted by enemy columns and attacks which are portrayed as criminal and futile. German soldiers are depicted as efficient, emotionally restrained, and embodying disciplined masculinity, while Soviet civilians, especially children, are presented as victims of Bolshevik neglect and deprivation, legitimizing German actions as both defensive and civilizing. Violence is implied through destruction and artillery, but not explicitly shown, emphasizing military professionalism and narrative control.	0.95
579_1941	5	video_chapter	collective_military	heroic_combat;comradely_front;administrative_normality	none	criminalized_enemy	disciplined_masculinity;wounded_body;neutral_military_presence	implied	high	The chapter presents disciplined German troops advancing in difficult terrain, emphasizing collective effort, professionalism, and camaraderie. Combat is foregrounded, with references to fierce enemy resistance and flames, but direct acts of violence remain visually implied rather than shown. The Soviet enemy is criminalized and constructed as an obstacle overcome by superior German organization, while moments of rest and routine normalize the soldiers' experience.	0.95
579_1941	6	video_chapter	collective_military	administrative_normality;heroic_combat	none	weaker_enemy	neutral_military_presence	implied	high	The chapter juxtaposes scenes of the German military's everyday routines, such as mealtime and logistic activities, with aerial operations targeting the Soviet enemy, whose flight and subsequent targeting are emphasized. The narration frames the German attack as effective and portrays Soviet forces as fleeing and vulnerable, reinforcing an image of German operational competence and confidence in victory. Violence is implied in the narration but not visually depicted, focusing instead on the operational and logistical side of military life.	0.9
579_1941	7	video_chapter	collective_military;enemy_focus	heroic_combat;defensive_war;inevitable_victory	defensive;existential_threat	criminalized_enemy;dehumanized_enemy;existential_threat	disciplined_masculinity;neutral_military_presence	implied	high	This chapter visually depicts large-scale urban destruction and disciplined German soldiers in the aftermath of combat, with masses of Soviet prisoners emphasizing collective military agency. The narration frames the campaign as a defensive and heroic struggle against an existential, dehumanized enemy blamed for brutal destruction, while foregrounding German operational effectiveness and inevitability of victory. Both visual and textual cues reinforce the German army’s active and powerful role amid a devastated enemy.	1.0
579_1941	8	video_chapter	collective_military;enemy_focus	defensive_war;inevitable_victory	preventive;existential_threat	dehumanized_enemy;existential_threat	disciplined_masculinity;neutral_military_presence	absent	high	The chapter contrasts masses of disheveled enemy prisoners with disciplined German naval personnel, visually underlining a stark division. The narration frames the German action as a decisive, preventive measure against a dehumanized, existential threat described in apocalyptic terms. German soldiers are depicted as organized, authoritative, and central to a mission of national defense and victory.	0.95
579_1941	9	video_chapter	collective_military	heroic_combat;inevitable_victory;comradely_front;technological_modernity	none	legitimate_opponent;weaker_enemy	disciplined_masculinity;neutral_military_presence;emotionally_restrained	implied	high	The chapter depicts the disciplined and resolute actions of a U-boat crew engaged in a technologically sophisticated battle against British convoys. The narrative stresses the peril, teamwork, and technical prowess of the German submariners, framing their campaign as both heroic and ultimately victorious, with the enemy treated as a legitimate but ultimately weaker opponent. Violence is implied through descriptions of attacks and destruction but is not directly visualized.	0.98
580_1941	1	video_chapter	collective_military;enemy_focus	heroic_combat;defensive_war;inevitable_victory	defensive;none	weaker_enemy;criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts German anti-aircraft and fighter crews in disciplined, collective action repelling a British air offensive. The narration frames the battle as both heroic and defensive, emphasizing total victory and British ineffectiveness, with the enemy characterized as ultimately weak and defeated. Visuals support the narrative by showing organized German soldiers and implied destruction of enemy aircraft, without explicit violence.	0.95
580_1941	2	video_chapter	collective_military	comradely_front;civilizational_struggle	civilizing	dehumanized_enemy	disciplined_masculinity;neutral_military_presence	absent	high	The video chapter shows multinational groups of uniformed adult soldiers standing in disciplined formation, visually stressing unity and order among volunteers. The narration frames the military alliance as a civilizational front of European nations unified to combat Bolshevism, depicted as the threatening enemy. No violence is shown, emphasizing instead disciplined masculinity and high agency in the collective military body.	0.95
580_1941	5	video_chapter	collective_military	heroic_combat;inevitable_victory	none	none	disciplined_masculinity;emotionally_restrained	implied	high	German soldiers are depicted as collectively persevering through adverse conditions to advance on Leningrad, emphasizing their discipline and determination. The narration frames the campaign as an unstoppable progression toward military objectives and highlights the city's industrial significance. Violence against the enemy is not directly shown but is implied through artillery operations and references to burning storage facilities.	0.97
580_1941	7	video_chapter	collective_military	defensive_war;heroic_combat	defensive	legitimate_opponent	disciplined_masculinity;emotionally_restrained	implied	high	The chapter presents a disciplined and serious naval collective securing Black Sea supply routes after capturing strategic ports. The narration and visuals together emphasize German and Romanian naval forces' active defense against Soviet submarine attacks, constructing the enemy as a legitimate threat. Violence is implied rather than shown, and soldiers are depicted with disciplined, restrained masculinity.	0.95
580_1941	8	video_chapter	collective_military	heroic_combat;inevitable_victory	none	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	The chapter portrays German military units overcoming formidable Soviet fortifications on the Crimean Peninsula. Visually, disciplined and organized troops advance in challenging terrain, while the narration frames their actions as heroic and successful against a well-defended enemy. Violence is implied through references to attacks and explosions, and soldiers are depicted as highly capable and determined.	0.95
580_1941	9	video_chapter	collective_military	heroic_combat;inevitable_victory;technological_modernity;administrative_normality	existential_threat	criminalized_enemy;existential_threat	disciplined_masculinity;neutral_military_presence	implied	high	This chapter frames the German military as an organized collective force, showcasing disciplined engineers and soldiers efficiently managing destruction and reconstruction amid war. The visual focus on shattered infrastructure and industrious troop activity is reinforced by narration that casts the Bolshevik enemy as a criminal and existential threat, legitimating German actions as necessary and victorious. The narrative highlights technological prowess and administrative competence, projecting inevitable German success through military and logistical superiority.	1.0
580_1941	10	video_chapter	collective_military;enemy_focus	heroic_combat;inevitable_victory	ideological;existential_threat	criminalized_enemy;dehumanized_enemy;existential_threat	disciplined_masculinity;emotionally_restrained	implied	high	The chapter presents the German military as a disciplined and coordinated collective engaging in a decisive and heroic offensive. The narration frames the campaign as an existential and ideological struggle, portraying the enemy as criminal, dehumanized, and representing a dire threat. Visuals of German soldiers in action, enemy prisoners, and implied combat reinforce the narrative of inevitable German victory and military superiority.	0.95
583_1941	1	video_chapter	individual_hero;collective_military	heroic_combat;inevitable_victory	none	weaker_enemy	disciplined_masculinity;emotionally_restrained	implied	high	This chapter foregrounds Major Ösau's individual heroism and the efficiency of the German airmen. The visuals and narration focus on disciplined preparation, technical skill, and repeated aerial victories, constructing both a collective and singular sense of military excellence. Enemy defeat is treated as routine and inevitable, with violence implied rather than directly shown.	0.95
583_1941	2	video_chapter	collective_military	comradely_front;administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	The chapter depicts disciplined military and diplomatic interactions between German and Italian officials in settings devoid of visible violence. The focus is on reiterating military camaraderie and normalized administrative meetings, stressing tradition and alliance without explicit references to conflict or the enemy.	0.95
583_1941	3	video_chapter	collective_military	administrative_normality	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	The scene depicts disciplined, adult military officials in an orderly diplomatic encounter, with no visible violence or enemy presence. The narrative highlights a routine formal meeting between Turkish generals and Nazi leadership, presenting an image of administrative and diplomatic normality. There is no explicit legitimation strategy or construction of enemy status.	0.95
583_1941	4	video_chapter	collective_military	administrative_normality;occupation_normalization	none	none	disciplined_masculinity;neutral_military_presence	absent	medium	This segment depicts military leaders in logistical preparation, emphasizing the provision and inspection of winter equipment for frontline troops. The visual and verbal focus is on orderly routines and the resilience of the collective military, devoid of explicit combat or enemy portrayal. The narrative frames the mobilization and support efforts as an organized administrative process, normalizing wartime occupation and presenting disciplined, prepared soldiers.	0.95
583_1941	6	video_chapter	collective_military	heroic_combat;comradely_front;soldier_as_victim	none	legitimate_opponent	disciplined_masculinity;emotionally_restrained;neutral_military_presence	implied	high	The chapter portrays German soldiers as enduring extreme hardships and achieving remarkable feats under harsh conditions near Leningrad. Visually, the troops are shown collectively, maintaining discipline and camaraderie, with routines around campfires and ongoing military operations, while violence remains implied rather than directly depicted. The narrative highlights the soldiers' perseverance and frames the conflict as a legitimate military engagement against a resilient enemy.	0.95
583_1941	7	video_chapter	collective_military	heroic_combat;comradely_front	none	criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter visually emphasizes the disciplined and coordinated advance of German soldiers, stressing their collective military action near Kaluga. The narration frames the combat as intense and heroic, while attributing violence and destruction (burning of the village) directly to the Soviet enemy, criminalizing them. There is a clear focus on the determined struggle and unity of the German forces.	0.95
583_1941	8	video_chapter	collective_military	heroic_combat;inevitable_victory	none	weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German military units advancing methodically into Kaluga, with no visible signs of wounded bodies and little direct violence shown. The narration frames the campaign as a relentless and successful advance against a weaker Soviet enemy, highlighting destroyed infrastructure and steady progress, while withholding explicit legitimation for the attack.	0.93
583_1941	10	video_chapter	collective_military	heroic_combat;inevitable_victory	none	legitimate_opponent	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined and resolute German soldiers and armored units advancing through snowy terrain in coordinated attacks. The narration frames the battle as a heroic, hard-fought struggle culminating in a breakthrough, emphasizing the soldiers' tenacity and collective effort against a tenacious and well-armed Soviet enemy. Violence is present as implied combat rather than explicit visuals, reinforcing the narrative of determined military professionalism and inevitable progress.	0.95
583_1941	12	video_chapter	collective_military	soldier_as_victim;comradely_front;administrative_normality	none	none	wounded_body;emotionally_restrained	implied	low	The chapter depicts wounded German soldiers receiving prompt medical care and evacuation from the front. Emphasis is placed on their suffering and the orderly, collective response of medical and military personnel, while direct violence and the enemy are absent. The soldiers are primarily framed as victims and patients within a normalized wartime administration.	0.95
583_1941	13	video_chapter	collective_military	heroic_combat;comradely_front;soldier_as_victim	none	none	wounded_body;disciplined_masculinity;neutral_military_presence	implied	high	The chapter interweaves images of wounded German soldiers with disciplined, advancing troops and scenes of aerial attacks. The narration highlights both the suffering and valor of the soldiers, depicting them as victims in need of care and as agents of effective combat. References to ongoing operations reinforce high military agency, with violence implied through air strikes rather than depicted directly.	0.95
583_1941	14	video_chapter	collective_military;enemy_focus	heroic_combat;inevitable_victory	none	weaker_enemy;criminalized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter depicts disciplined German military units advancing through urban combat to seize a major enemy city, stressing the intensity and decisiveness of their actions. The enemy is presented as both formidable and ultimately overcome, with overt references to their defeat and alleged deception. The visuals and narration jointly emphasize military professionalism, combat cohesion, and the inevitability of German victory.	0.95
583_1941	15	video_chapter	collective_military	inevitable_victory;heroic_combat	none	weaker_enemy	none	implied	high	Keyframes show large quantities of captured Soviet weaponry and vehicles, emphasizing the material results of a decisive German victory. The narration frames the Soviet forces as suffering heavy, repeated defeats, presenting the German advance as overwhelming and the enemy as continually losing ground. Together, text and images craft a narrative of German military superiority and inevitable victory.	1.0
583_1941	16	video_chapter	collective_military	heroic_combat;inevitable_victory	none	weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The chapter frames German soldiers advancing successfully against the Soviet enemy, emphasizing discipline and organized collective action. The visuals lack explicit violence but suggest military progression and order, supporting the audio's narrative of decisive victory and enemy weakness. The enemy is presented as incapable of resisting the German advance, reinforcing a framing of superiority and inevitability.	0.85
518_1940	1	video_chapter	civilian_collective;collective_military	administrative_normality;occupation_normalization;humanitarian_relief	none	none	none	absent	low	This chapter presents a civilian audience and German Red Cross performers at a mass event supporting wounded soldiers, framing war support as normalized and humanitarian. There is no depiction of violence or enemy presence; instead, the focus is on communal support and relaxation for troops, with military actors receiving care and acknowledgment from the home front. The tone emphasizes routine, organized solidarity without explicit justification or overt militarization.	0.97
518_1940	2	video_chapter	collective_military;civilian_collective	administrative_normality;occupation_normalization	none	none	wounded_body;neutral_military_presence	absent	low	This chapter depicts wounded soldiers and civilians enjoying circus entertainment, emphasizing a scene of relaxation, recuperation, and normal life despite ongoing war. The visual and audio elements focus on peaceful communal leisure, normalization, and the care for wounded soldiers, with no reference to enemy presence or direct violence. The atmosphere underscores administrative and social continuity on the home front.	0.95
518_1940	4	video_chapter	civilian_collective	cultural_guardianship;administrative_normality	none	none	neutral_military_presence;none	absent	medium	This chapter focuses on the celebration and exhibition of German art during wartime, presenting cultural life as strong and undisturbed. The visual and textual materials jointly emphasize national unity and cultural continuity, omitting any reference to violence or conflict. The framing highlights cultural guardianship and administrative normality, positioning the German population as engaged custodians of their artistic heritage.	1.0
584_1941	1	video_chapter	collective_military	comradely_front;civilizational_struggle;inevitable_victory	civilizing;existential_threat	criminalized_enemy;existential_threat	disciplined_masculinity;neutral_military_presence	absent	high	The video chapter presents a mass gathering of disciplined, adult military men receiving a speech from Nazi leadership, symbolized by prominent flags and rapt attention. The narration frames the conflict as a civilizational and existential struggle for Europe, portraying the enemy as criminal and dangerous while celebrating rapid military victories and collective resolve. Visuals and narration reinforce a sense of invulnerable unity and shared purpose, with violence only referenced, not shown.	0.98
584_1941	2	video_chapter	collective_military;civilian_collective	sacrificial_martyrdom;comradely_front	ideological	criminalized_enemy	disciplined_masculinity;emotionally_restrained	absent	medium	This chapter depicts a solemn commemoration ceremony in Munich, emphasizing collective military and party unity. The narrative frames the Nazi cause as one of ideological martyrdom and camaraderie, honoring fallen 'blood witnesses' in the struggle against Bolshevism. Violence is absent, but the enemy is constructed as a criminal ideological adversary, and participants are portrayed with disciplined restraint.	0.95
584_1941	3	video_chapter	collective_military	defensive_war;heroic_combat;administrative_normality	defensive	legitimate_opponent;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	This chapter depicts disciplined German soldiers operating anti-aircraft defenses against British air raids, emphasizing their constant vigilance and technical proficiency. The narration frames their actions as defensive heroism, highlighting successful engagements and presenting the enemy as a persistent but ultimately weaker and legitimately opposed force. Administrative routines like recording aircraft shot down reinforce a sense of normalcy and operational effectiveness.	0.95
584_1941	4	video_chapter	collective_military	heroic_combat;inevitable_victory;technological_modernity	defensive	criminalized_enemy;weaker_enemy	disciplined_masculinity;neutral_military_presence	implied	high	This chapter frames the German navy and armed forces as coordinated, technologically advanced, and disciplined in their battle against the Soviets, highlighting successful destruction of enemy aircraft and effective combat operations. The enemy is depicted as criminal, weak, and ultimately defeated, while German forces are shown exercising control, order, and technical prowess. Violence remains mostly implied, with a clear focus on organizational strength and inevitability of German victory.	0.95
584_1941	8	video_chapter	collective_military;civilian_collective	administrative_normality;occupation_normalization	none	none	neutral_military_presence	absent	medium	This chapter depicts cooperative fishery activity involving German soldiers and local civilians at Lake Ilmen, emphasizing routines of provisioning and logistical organization. No violence or armed conflict is shown, and soldiers are presented as orderly participants in everyday supply operations. The narrative normalizes occupation by showing peaceful, mundane interactions and administrative procedures.	0.95
584_1941	9	video_chapter	civilian_collective	occupation_normalization;administrative_normality;cultural_guardianship	civilizing	criminalized_enemy	neutral_military_presence	absent	medium	The video chapter presents German occupation as a return to order and truth, with civilians eagerly receiving newspapers and resuming agricultural planning. The narrative positions Germans as bearers of reliable information and administrative stability, contrasting with prior Soviet deception. No violence is depicted, and the scene focuses on civilian collectives adapting to routine under occupation.	0.9
584_1941	10	video_chapter	collective_military;civilian_collective	administrative_normality;occupation_normalization	none	none	neutral_military_presence	absent	medium	The chapter presents a scene of logistical and administrative routines involving German soldiers and local civilians, focusing on the distribution of winter equipment and the construction of winter quarters. Both groups are portrayed in an orderly, non-confrontational environment, emphasizing a sense of normalcy and systematic preparation. Violence and enemy presence are absent, and the narrative highlights cooperative action and organization.	0.95
584_1941	11	video_chapter	collective_military;enemy_focus	defensive_war;inevitable_victory	defensive	criminalized_enemy;dehumanized_enemy	disciplined_masculinity;neutral_military_presence	implied	high	The video chapter depicts disciplined German military forces enduring harsh conditions on the frontline before Leningrad, establishing a sense of collective fortitude. The narration frames their efforts as both defensive and destined for certain victory, criminalizing and dehumanizing the Soviet enemy and underscoring the futility of enemy resistance. Direct violence is not shown but is strongly implied through descriptions of artillery fire and failed Soviet attacks.	0.95
